# Data Set (v2): 3D-2023
# Nov 2023 - ML-2023 CUP
# INFO: micheli@di.unipi.it - lorenzo.simone@di.unipi.it
# (C) CIML group - Micheli 2023
# Format:
# Training set: ID, INPUTS, TARGET_x, TARGET_y, TARGET_z (last 3 columns)
# Blind Test set: ID, INPUTS
1,-0.9835887,0.98951364,-0.9985392,0.9994398,0.9702971,-0.23411886,-0.1333321,0.89957637,-0.605156,0.65607446
2,-0.29689103,-0.8318317,-0.9679806,0.98623466,0.99866855,0.99776685,-0.340468,0.81793714,-0.9685158,0.69927335
3,-0.98651224,0.9795567,-0.9985474,0.9994298,0.9854067,0.16647243,0.035095535,0.8778125,-0.69850034,0.66726726
4,-0.5940828,0.9867034,-0.9921135,0.9998811,0.9825168,0.1870482,-0.1358513,0.99547786,-0.8010412,-0.864406
5,0.9400177,0.9347607,-0.15950595,0.9991465,0.84669554,0.41311598,-0.628644,0.9987967,-0.9678842,-0.94913393
6,-0.9895794,0.99148417,-0.9989893,0.99932,0.9318165,-0.5922229,0.007951781,0.7838167,-0.16869947,0.78484654
7,-0.9902752,0.9905654,-0.99900013,0.9993093,0.9426441,-0.53207296,0.03578073,0.77131057,-0.22044668,0.79853165
8,-0.9913338,0.99374276,-0.9993682,0.99941385,0.7877661,-0.8261839,0.19612172,0.6172297,0.4615902,0.76279753
9,-0.98791665,0.9959181,-0.99921536,0.99973047,0.75768596,-0.8373454,0.36704826,0.8316239,0.4816424,0.42439803
10,0.718276,0.9798782,-0.87722296,0.9998662,0.93110025,0.10447298,-0.13493344,0.9990439,-0.8952207,-0.9647535
11,-0.9853355,0.99453336,-0.99885756,0.99968904,0.9128336,-0.6612508,0.17788833,0.90586984,-0.0867595,0.43023875
12,-0.9033305,-0.89399534,-0.9273995,0.9313658,0.97844964,0.9982692,0.72488874,-0.62154627,-0.533197,0.72611433
13,0.7289385,-0.99382687,0.9751272,-0.9588281,0.96038395,0.99686515,-0.11362917,-0.82943124,0.12671682,-0.24316664
14,0.81027,-0.9893481,0.9703769,-0.99384356,0.62298,0.9567533,0.3943931,-0.54956347,0.7648573,-0.90036625
15,0.9960051,-0.34240612,0.9951891,-0.1568375,-0.9590171,-0.5763813,-0.06607745,0.9645138,-0.27570102,-0.99881107
16,-0.9958259,0.623722,-0.9985093,0.99606544,0.96917963,0.8489477,0.75948775,0.14777087,0.42686084,0.7041673
17,0.12388935,-0.9924055,0.9760015,-0.8795366,0.9604828,0.9978687,0.42928085,-0.9381698,0.20467338,-0.11244115
18,-0.47886616,-0.60927105,-0.9832841,0.9926814,0.9987858,0.9953615,-0.31433603,0.8935164,-0.9691341,0.6487278
19,-0.99154264,0.98826265,-0.99900067,0.99936205,0.96118754,-0.36082578,0.14020923,0.7631724,-0.34236214,0.80238974
20,-0.75871205,-0.9660627,-0.59402305,0.81901133,0.9823377,0.99930257,0.7355435,-0.84104866,-0.74610066,0.7963079
21,-0.95517397,-0.9822439,0.97404546,-0.9876867,0.5797453,0.9902317,0.74118835,-0.9888511,0.8643946,0.2367844
22,-0.96420556,-0.2051709,-0.99645555,0.99551547,0.9950257,0.98686737,0.6484979,0.6373594,-0.67851764,0.6865954
23,0.9384951,0.96376085,-0.38207865,0.9996584,0.81970376,0.10822001,-0.1363789,0.99931043,-0.93959886,-0.97176564
24,0.9986179,0.3181885,0.9913528,0.39102638,-0.8658282,0.1991233,-0.7527714,0.98850083,-0.23412056,-0.9978273
25,-0.90446043,-0.98888505,0.98319036,-0.990186,0.77307826,0.99279493,0.7838349,-0.988909,0.7259934,0.27251548
26,-0.99648434,0.9230666,-0.999301,0.99771845,0.9800414,0.5668467,0.6241417,0.35714006,0.23429824,0.8172205
27,-0.9794674,-0.9706422,0.95613515,-0.9831038,0.20578784,0.9860616,0.6730828,-0.9888676,0.93489426,0.23167534
28,0.3805641,-0.9903384,-0.1914531,0.8575867,0.9929246,0.9995407,-0.01012646,-0.7069537,-0.9652683,0.9132616
29,-0.9965137,0.9359072,-0.99930644,0.9979521,0.9793713,0.504538,0.61850536,0.3809475,0.20640539,0.8210643
30,-0.96742517,0.9806706,-0.997289,0.99922997,0.985985,0.24700867,-0.3815909,0.9349343,-0.8108736,0.55031514
31,-0.984342,0.8039883,-0.9983407,0.9986304,0.9922516,0.8719374,0.33884478,0.8320337,-0.7508865,0.6580966
32,-0.98767406,0.9959851,-0.9992102,0.9997385,0.7589649,-0.83653706,0.3732885,0.8381178,0.48434687,0.4016547
33,-0.99168813,0.99565566,-0.9994932,0.9996941,0.4507494,-0.91070724,0.5971945,0.56602144,0.72569305,0.5729177
34,0.4367435,-0.9866158,0.7906419,0.60958844,0.99047273,0.9996401,0.8242419,-0.8005882,-0.789051,0.23510188
35,0.9874686,0.10985439,0.8058474,0.92913175,0.70747894,0.98258674,-0.54632914,0.99435455,-0.95494187,-0.9660389
36,0.89398634,-0.986546,0.5183023,0.8673144,0.9960192,0.9995767,0.5057203,-0.098858565,-0.93620956,0.2924517
37,0.5323795,-0.9827645,-0.6370117,0.88996315,0.9955004,0.9994055,-0.5366692,-0.24232,-0.96434945,0.87277764
38,0.9868838,-0.8573079,0.991448,-0.9798691,-0.65235054,0.8384331,-0.6245491,0.9621853,0.21268423,-0.99733245
39,0.8036308,-0.9883933,0.021583699,0.8368745,0.9943316,0.9995457,-0.4313733,-0.40624297,-0.9783188,0.8704248
40,-0.82277817,-0.9694567,0.30407858,0.48573342,0.96591246,0.9994666,0.8298494,-0.9357758,-0.5063126,0.72887987
41,0.9978906,0.46416172,0.9899501,0.6181511,-0.8799836,-0.5117599,-0.3488605,0.9881092,-0.6855609,-0.99827856
42,-0.9655587,0.99312866,-0.99802524,0.99982315,0.9705349,-0.22775115,0.17241964,0.9710145,-0.42434323,-0.2898945
